Country,Code,Year,HeadCount
Guinea,GIN,2010,33.54125977
Guinea-Bissau,GNB,1971,18.08333015
Guinea-Bissau,GNB,1980,11.29411983
Guinea-Bissau,GNB,1981,9.97826004
Guinea-Bissau,GNB,1982,10.41304016
Guinea-Bissau,GNB,1983,23.5
Guinea-Bissau,GNB,1987,20.42622948
Guinea-Bissau,GNB,2000,21.43814087
Guinea-Bissau,GNB,2010,28.96439934
Guyana,GUY,1977,15.51383972
Guyana,GUY,1978,13.70835018
Guyana,GUY,1979,14.59860039
Guyana,GUY,1980,13.89824009
Guyana,GUY,1981,13.8528204
Guyana,GUY,1982,16.80201912
Guyana,GUY,1983,18.31629944
Guyana,GUY,1985,19.42691994
Guyana,GUY,1986,18.35954094
Guyana,GUY,1988,18.22857094
Guyana,GUY,1991,23.48650932
Guyana,GUY,1992,18.81292915
Guyana,GUY,1993,19.55722046
Guyana,GUY,1994,19.75857925
Guyana,GUY,1995,19.4200592
Guyana,GUY,1996,16.32645988
Guyana,GUY,1997,16.78646088
Guyana,GUY,1999,17.7369709
Guyana,GUY,2000,16.65302086
Guyana,GUY,2001,16.06505013
Guyana,GUY,2003,14.95530033
Guyana,GUY,2005,16.13434982
Guyana,GUY,2007,14.71842957
Guyana,GUY,2008,14.87835979
Guyana,GUY,2009,14.75
Guyana,GUY,2010,14.06404972
Guyana,GUY,2011,15.47515965
Guyana,GUY,2012,15.63208008
Honduras,HND,1970,44.79262924
Honduras,HND,1971,44.97853851
Honduras,HND,1972,42.59778976
Honduras,HND,1973,42.87374878
Honduras,HND,1974,39.91867065
Honduras,HND,1975,39.74383926
Honduras,HND,1976,40.65391922
Honduras,HND,1977,40.81414032
Honduras,HND,1978,44.19601822
Honduras,HND,1979,41.96768951
Honduras,HND,1980,39.65665817
Honduras,HND,1981,40.74208069
Honduras,HND,1982,46.28902054
Honduras,HND,1983,37.76797104
Honduras,HND,1984,35.3535881
Honduras,HND,1986,36.53596115
Honduras,HND,1991,32.15882111
Honduras,HND,1993,29.22341919
Honduras,HND,2000,19.48126984
Honduras,HND,2004,19.59664917
Honduras,HND,2005,21.2676506
Honduras,HND,2006,25.74736977
Honduras,HND,2007,26.89421082
Honduras,HND,2008,29.38286972
Honduras,HND,2009,26.58040047
Honduras,HND,2013,14.34181976
Honduras,HND,2014,23.65257072
Hong Kong,HKG,1971,38.3669014
Hong Kong,HKG,1972,35.11193848
Hong Kong,HKG,1973,38.23693085
Hong Kong,HKG,1974,38.09809113
Hong Kong,HKG,1975,37.80728912
Hong Kong,HKG,1976,38.43186188
Hong Kong,HKG,1977,39.22866821
Hong Kong,HKG,1978,39.3876915
Hong Kong,HKG,1979,39.65433884
Hong Kong,HKG,1980,38.12973022
Hong Kong,HKG,1981,38.13211823
Hong Kong,HKG,1982,37.38594055
Hong Kong,HKG,1983,37.5
Hong Kong,HKG,1984,35.29582977
Hong Kong,HKG,1985,34.30020905
Hong Kong,HKG,1986,32.91981888
Hong Kong,HKG,1987,30.86075974
Hong Kong,HKG,1988,29.51074982
Hong Kong,HKG,1989,28.50543976
Hong Kong,HKG,1990,28.26421928
Hong Kong,HKG,1991,25.8678093
Hong Kong,HKG,1992,24.78347015
Hong Kong,HKG,1993,23.73702049
Hong Kong,HKG,1994,22.8106308
Hong Kong,HKG,1996,21.36964035
Hungary,HUN,1971,18.20999908
Hungary,HUN,1972,18.35770035
Hungary,HUN,1973,18.19487
Hungary,HUN,1974,17.99786949
Hungary,HUN,1975,17.14525032
Hungary,HUN,1976,16.0592804
Hungary,HUN,1977,15.55842972
Hungary,HUN,1978,15.97336006
Hungary,HUN,1979,16.4323597
Hungary,HUN,1980,16.60178947
Hungary,HUN,1981,16.2414608
Hungary,HUN,1982,15.37938976
Hungary,HUN,1983,14.58782959
Hungary,HUN,1984,13.91425991
Hungary,HUN,1985,13.25831985
Hungary,HUN,1986,12.65882015
Hungary,HUN,1987,12.04160976
Hungary,HUN,1988,11.75139046
Hungary,HUN,1989,11.62283039
Hungary,HUN,1990,11.59370041
Hungary,HUN,1991,11.62862968
Hungary,HUN,1992,11.8848896
Hungary,HUN,1993,11.9016304
Hungary,HUN,1994,10.51708031
Hungary,HUN,1995,10.60344028
Hungary,HUN,1997,11.26543045
Hungary,HUN,1998,12.07828045
Hungary,HUN,1999,11.75936031
Hungary,HUN,2000,11.59039974
Hungary,HUN,2001,11.01922035
Hungary,HUN,2002,10.47319984
Hungary,HUN,2003,9.619990349
Hungary,HUN,2004,10.40137005
Hungary,HUN,2005,10.57956982
Hungary,HUN,2006,10.65804005
Hungary,HUN,2007,10.6853199
Hungary,HUN,2008,10.79644012
Hungary,HUN,2009,10.87946987
Hungary,HUN,2010,10.91983032
Hungary,HUN,2011,11.10840034
Hungary,HUN,2012,11.19462967
Hungary,HUN,2013,11.1352396
Hungary,HUN,2014,12.82367992
Iceland,ISL,1998,4.249370098
Iceland,ISL,1999,4.250450134
Iceland,ISL,2000,4.028930187
Iceland,ISL,2001,3.852760077
Iceland,ISL,2002,3.627419949
Iceland,ISL,2003,3.329040051
Iceland,ISL,2004,6.293230057
Iceland,ISL,2005,6.319469929
Iceland,ISL,2006,6.268660069
Iceland,ISL,2007,6.312469959
Iceland,ISL,2008,6.225049973
Iceland,ISL,2009,5.989910126
Iceland,ISL,2010,6.064149857
Iceland,ISL,2011,5.063980103
Iceland,ISL,2012,5.027329922
India,IND,1971,42.90584946
India,IND,1972,46.50397873
India,IND,1973,47.99958038
India,IND,1975,53.88055038
India,IND,1985,62.05350876
India,IND,2002,8.636770248
India,IND,2003,9.173290253
India,IND,2004,8.021519661
India,IND,2005,6.641089916
India,IND,2006,7.130350113
Indonesia,IDN,1970,32.63954926
Indonesia,IDN,1971,26.22089005
Indonesia,IDN,1972,23.0911808
Indonesia,IDN,1973,24.13744926
Indonesia,IDN,1974,23.24021912
Indonesia,IDN,1975,24.19651985
Indonesia,IDN,1976,23.68036079
Indonesia,IDN,1977,23.66551018
Indonesia,IDN,1978,24.76919937
Indonesia,IDN,1979,25.70162964
Indonesia,IDN,1980,27.0940094
Indonesia,IDN,1981,27.09503937
Indonesia,IDN,1982,32.91913986
Indonesia,IDN,1983,26.73386002
Indonesia,IDN,1984,26.40576935
Indonesia,IDN,1985,21.84129906
Indonesia,IDN,1986,21.57089996
Indonesia,IDN,1987,18.5630703
Indonesia,IDN,1988,18.89011002
Indonesia,IDN,1989,19.26226997
Indonesia,IDN,1990,16.84083939
Indonesia,IDN,1991,17.3677597
Indonesia,IDN,1992,17.28280067
Indonesia,IDN,1993,17.58489037
Indonesia,IDN,1994,16.70014
Indonesia,IDN,1995,16.96289063
Indonesia,IDN,1996,16.81188011
Indonesia,IDN,1997,17.29380989
Indonesia,IDN,1998,17.73888969
Indonesia,IDN,2000,16.85466003
Indonesia,IDN,2001,15.8840704
Indonesia,IDN,2002,15.10000992
Indonesia,IDN,2003,14.59992027
Indonesia,IDN,2004,13.32777977
Indonesia,IDN,2005,15.57349968
Indonesia,IDN,2006,15.57347012
Indonesia,IDN,2007,13.32194996
Indonesia,IDN,2008,11.73668957
Indonesia,IDN,2009,12.37469006
Indonesia,IDN,2010,13.00236034
Indonesia,IDN,2011,13.36892033
Indonesia,IDN,2012,15.23202038
Indonesia,IDN,2013,14.9294796
Indonesia,IDN,2014,12.5098896
Iran,IRN,1971,20.23899078
Iran,IRN,1972,21.98447037
Iran,IRN,1973,20.97591972
Iran,IRN,1974,22.33624077
Iran,IRN,1975,29.04674911
Iran,IRN,1976,25.11438942
Iran,IRN,1977,23.22360992
Iran,IRN,1978,24.0155201
Iran,IRN,1979,18.94798088
Iran,IRN,1980,18.8017807
Iran,IRN,1981,18.38392067
Iran,IRN,1982,24.62107086
Iran,IRN,1983,21.14904022
Iran,IRN,1984,21.98493958
Iran,IRN,1985,15.14976025
Iran,IRN,1986,18.46178055
Iran,IRN,1987,21.23830032
Iran,IRN,1988,24.79406929
Iran,IRN,1989,26.41422081
Iran,IRN,1990,25.87697983
Iran,IRN,1991,26.70093918
Iran,IRN,1992,28.56159019
Iran,IRN,1993,24.52635956
Iran,IRN,1994,20.50595093
Iran,IRN,1995,23.04146004
Iran,IRN,1998,24.22418976
Iran,IRN,1999,23.21579933
Iran,IRN,2000,22.70771027
Iran,IRN,2001,23.25737953
Iran,IRN,2002,23.85198975
Iran,IRN,2003,25.81897926
Iran,IRN,2004,31.08068085
Iran,IRN,2005,26.91432953
Iraq,IRQ,1971,22.28989983
Iraq,IRQ,1972,22.35000038
Iraq,IRQ,1973,23.43308067
Iraq,IRQ,1974,19.50750923
Iraq,IRQ,1975,25.42559052
Iraq,IRQ,1976,23.21640968
Iraq,IRQ,1977,22.62767029
Iraq,IRQ,1978,21.64694977
Iraq,IRQ,1979,23.50629044
Iraq,IRQ,1980,22.87041092
Iraq,IRQ,1981,23.64977074
Iraq,IRQ,1982,22.03706932
Iraq,IRQ,1983,19.05443954
Iraq,IRQ,1984,18.0638504
Iraq,IRQ,1985,18.64175034
Iraq,IRQ,1986,17.48571968
Iraq,IRQ,1987,17.07381058
Iraq,IRQ,1988,16.74497032
Iraq,IRQ,1989,18.28449059
Iraq,IRQ,1991,17.62591934
Iraq,IRQ,1993,19.01129913
Iraq,IRQ,1996,17.56331062
Iraq,IRQ,1999,14.8354702
Iraq,IRQ,2000,14.82209969
Iraq,IRQ,2003,14.7624197
Iraq,IRQ,2004,15.50996971
Iraq,IRQ,2007,15.06208992
Ireland,IRL,1975,31.46941948
Ireland,IRL,1976,30.80377007
Ireland,IRL,1977,30.93917084
Ireland,IRL,1978,30.83130074
Ireland,IRL,1979,29.98450089
Ireland,IRL,1980,29.30818939
Ireland,IRL,1981,28.76055908
Ireland,IRL,1982,28.56332016
Ireland,IRL,1983,28.10116005
Ireland,IRL,1984,28.68512917
Ireland,IRL,1985,28.68803024
Ireland,IRL,1986,28.64213943
Ireland,IRL,1987,29.18523979
Ireland,IRL,1988,28.59807014
Ireland,IRL,1989,29.56776047
Ireland,IRL,1990,29.0984993
Ireland,IRL,1991,28.08016014
Ireland,IRL,1992,27.35053062
Ireland,IRL,1993,26.41703987
Ireland,IRL,1994,25.27907944
Ireland,IRL,1995,24.72714043
Ireland,IRL,1996,24.48892021
Ireland,IRL,1997,23.96206093
Israel,ISR,1971,29.32803917
Israel,ISR,1972,29.31422997
Israel,ISR,1973,29.79512978
Israel,ISR,1974,29.02120972
Israel,ISR,1975,32.95819855
Israel,ISR,1976,32.78504181
Israel,ISR,1977,31.91197014
Israel,ISR,1978,31.61804962
Israel,ISR,1990,30.01509094
Italy,ITA,1971,33.08076096
Italy,ITA,1972,29.83502007
Italy,ITA,1973,32.60535812
Italy,ITA,1974,31.26955986
Italy,ITA,1975,30.15065002
Italy,ITA,1976,28.69082069
Italy,ITA,1977,24.92325974
Italy,ITA,1978,23.8680191
Italy,ITA,1979,19.93523979
Italy,ITA,1980,18.53022003
Italy,ITA,1981,17.27747917
Italy,ITA,1982,16.74142075
Italy,ITA,1983,16.28377914
Italy,ITA,1984,15.67284012
Italy,ITA,1985,15.23439026
Italy,ITA,1986,15.35334015
Italy,ITA,1987,14.89608955
Italy,ITA,1988,14.49178028
Italy,ITA,1989,14.16429996
Italy,ITA,1990,14.29621029
Italy,ITA,1991,14.33181
Italy,ITA,1992,14.99184036
Italy,ITA,1993,14.99127007
Italy,ITA,1994,14.34926987
Italy,ITA,1995,13.76533031
Italy,ITA,1996,13.85412025
Italy,ITA,1998,13.37751961
Italy,ITA,1999,13.23326015
Italy,ITA,2000,13.0197401
Italy,ITA,2001,12.77768993
Italy,ITA,2002,12.71833992
Italy,ITA,2003,12.09280014
Italy,ITA,2004,12.40810013
Italy,ITA,2005,12.31632042
Italy,ITA,2006,12.37337017
Italy,ITA,2007,11.62129974
Italy,ITA,2013,12.70433998
Jamaica,JAM,1974,30.96405983
Jamaica,JAM,1975,36.46884918
Jamaica,JAM,1976,39.90420151
Jamaica,JAM,1977,37.17805099
Jamaica,JAM,1987,36.83118057
Jamaica,JAM,1988,30.93261909
Jamaica,JAM,1989,32.50297928
Jamaica,JAM,1990,34.67047119
Jamaica,JAM,1991,32.1517601
Jamaica,JAM,1999,25.23286057
Jamaica,JAM,2000,24.27273941
Jamaica,JAM,2001,23.68730927
Jamaica,JAM,2002,23.53391075
Jamaica,JAM,2003,21.25328064
Jamaica,JAM,2004,22.11031914
Jamaica,JAM,2007,23.82132912
Japan,JPN,1971,22.87018967
Japan,JPN,1972,22.59905052
Japan,JPN,1973,22.8574791
Japan,JPN,1974,24.11194992
Japan,JPN,1975,24.72621918
Japan,JPN,1976,24.42746925
Japan,JPN,1977,24.18041992
Japan,JPN,1978,23.91810989
Japan,JPN,1979,23.49147034
Japan,JPN,1980,22.74444008
Japan,JPN,1981,21.8753109
Japan,JPN,1982,20.97396088
Japan,JPN,1983,20.46800995
Japan,JPN,1984,20.10091019
Japan,JPN,1985,19.70075989
Japan,JPN,1986,19.21780014
Japan,JPN,1987,18.90587044
Japan,JPN,1988,18.83687973
Japan,JPN,1989,18.83857918
Japan,JPN,1990,18.6550293
Japan,JPN,1991,18.29529953
Japan,JPN,1992,17.92110062
Japan,JPN,1993,19.05443001
Japan,JPN,1994,16.88290977
Japan,JPN,1995,16.49161911
Japan,JPN,1996,17.55895996
Japan,JPN,1997,17.36944008
Japan,JPN,1998,31.07727051
Japan,JPN,1999,30.8678894
Japan,JPN,2000,30.78512955
Japan,JPN,2001,30.43494034
Japan,JPN,2002,30.11348915
Japan,JPN,2003,29.86425018
Japan,JPN,2004,29.5240593
Japan,JPN,2005,29.16823959
Japan,JPN,2006,28.76328087
Japan,JPN,2007,28.29921913
Japan,JPN,2008,27.88542938
Japan,JPN,2009,27.52355957
Japan,JPN,2010,26.66677094
Japan,JPN,2011,25.93540955
Japan,JPN,2012,25.79734039
Japan,JPN,2013,25.99754906
Jordan,JOR,1971,35.81879044
Jordan,JOR,1972,40.26852036
Jordan,JOR,1973,38.26171112
Jordan,JOR,1974,37.43045044
Jordan,JOR,1975,34.17873001
Jordan,JOR,1976,33.0066185
Jordan,JOR,1977,32.8712616
Jordan,JOR,1978,31.92045021
Jordan,JOR,1979,29.3096199
Jordan,JOR,1980,26.85445976
Jordan,JOR,1981,26.59159088
Jordan,JOR,1982,28.37751007
Jordan,JOR,1983,26.85012054
Jordan,JOR,1984,26.25962067
Jordan,JOR,1985,25.81611061
Jordan,JOR,1986,20.92365074
Jordan,JOR,1987,23.94244957
Jordan,JOR,1988,20.93477058
Jordan,JOR,1989,23.76803017
Jordan,JOR,1990,23.52256012
Jordan,JOR,1991,23.20537949
Jordan,JOR,1992,23.36738014
Jordan,JOR,1993,25.93452072
Jordan,JOR,1994,23.11973953
Jordan,JOR,1995,22.44712067
Jordan,JOR,1996,22.20857048
Jordan,JOR,1997,22.40173912
Jordan,JOR,1998,20.74865913
Jordan,JOR,1999,22.20960999
Jordan,JOR,2000,21.8803196
Jordan,JOR,2002,21.1491394
Jordan,JOR,2003,20.27444077
Jordan,JOR,2004,20.36356926
Jordan,JOR,2005,20.35219002
Jordan,JOR,2006,20.35181999
Jordan,JOR,2007,19.28754997
Jordan,JOR,2008,20.68759918
Jordan,JOR,2010,18.42929077
Jordan,JOR,2011,16.94387054
Jordan,JOR,2012,16.93803978
Kazakhstan,KAZ,1981,14.05000019
Kazakhstan,KAZ,1986,12.74901009
Kazakhstan,KAZ,1989,12.35772038
Kazakhstan,KAZ,1990,13.0047102
Kazakhstan,KAZ,1991,11.70884037
Kazakhstan,KAZ,1992,10.84090042
Kazakhstan,KAZ,1993,9.919509888
Kazakhstan,KAZ,1994,9.477689743
Kazakhstan,KAZ,1999,8.892490387
Kazakhstan,KAZ,2001,13.21317959
Kazakhstan,KAZ,2002,11.87728024
Kazakhstan,KAZ,2003,11.55959034
Kazakhstan,KAZ,2004,10.64632034
Kazakhstan,KAZ,2005,10.73176956
Kazakhstan,KAZ,2006,10.58250999
Kazakhstan,KAZ,2007,10.64422035
Kazakhstan,KAZ,2008,10.41384029
Kazakhstan,KAZ,2009,10.02138042
Kazakhstan,KAZ,2011,9.701359749
Kazakhstan,KAZ,2012,9.659740448
Kazakhstan,KAZ,2013,9.473930359
Kazakhstan,KAZ,2014,9.349280357
Kenya,KEN,1983,41.99874878
Kenya,KEN,1985,37.15903091
Kenya,KEN,1986,39.73945999
Kenya,KEN,1987,37.82825089
Kenya,KEN,1989,38.72090912
Kenya,KEN,1990,38.63636017
Kenya,KEN,1991,36.63856125
Kenya,KEN,1992,36.2846489
Kenya,KEN,1993,34.70775986
Kenya,KEN,1994,34.2088089
Kenya,KEN,1999,26.99058914
Kenya,KEN,2000,26.30784035
Kenya,KEN,2001,26.0009594
Kenya,KEN,2002,25.69396019
Kenya,KEN,2003,25.02590942
Kenya,KEN,2004,23.23390961
Kenya,KEN,2005,22.76432991
Kenya,KEN,2006,22.43873024
Kenya,KEN,2007,22.15706062
Kenya,KEN,2008,21.98958015
Kenya,KEN,2009,20.68198967
Kenya,KEN,2012,24.08176994
Kenya,KEN,2014,26.29836082
Kuwait,KWT,1971,18.85811996
Kuwait,KWT,1972,18.1615696
Kuwait,KWT,1973,16.47949028
Kuwait,KWT,1974,16.3078804
Kuwait,KWT,1975,16.66719055
Kuwait,KWT,1976,18.55042076
Kuwait,KWT,1977,17.69695091
Kuwait,KWT,1978,17.29780006
Kuwait,KWT,1979,18.38559914
Kuwait,KWT,1980,17.41745949
Kuwait,KWT,1981,17.66803932
Kuwait,KWT,1982,17.27025986
Kuwait,KWT,1983,17.07835007
Kuwait,KWT,1984,17.15847969
Kuwait,KWT,1985,17.55599976
Kuwait,KWT,1986,16.86885071
Kuwait,KWT,1987,17.59609032
Kuwait,KWT,1988,17.2507
Kuwait,KWT,1989,17.75297928
Kuwait,KWT,1990,18.16094017
Kuwait,KWT,1991,16.12079048
Kuwait,KWT,1992,15.86979008
Kuwait,KWT,1993,18.10061073
Kuwait,KWT,1994,16.92099953
Kuwait,KWT,1995,16.74616051
Kuwait,KWT,1996,15.70524979
Kuwait,KWT,1997,15.08133984
Kuwait,KWT,1998,15.48141956
Kuwait,KWT,1999,15.11196041
Kuwait,KWT,2000,15.70158005
Kuwait,KWT,2001,14.49046993
Kuwait,KWT,2002,14.27653027
Kuwait,KWT,2003,13.41689968
Kuwait,KWT,2004,13.22070026
Kuwait,KWT,2005,13.17284966
Kuwait,KWT,2006,12.3726902
Kuwait,KWT,2007,11.89846992
Kuwait,KWT,2008,11.43826008
Kuwait,KWT,2010,11.05420017
Kuwait,KWT,2011,11.01768017
Kuwait,KWT,2012,10.74487019
Kuwait,KWT,2013,10.33143044
Kuwait,KWT,2014,9.704879761
Kyrgyzstan,KGZ,1999,18.26026917
Kyrgyzstan,KGZ,2000,18.39565086
Kyrgyzstan,KGZ,2001,19.0443306
Kyrgyzstan,KGZ,2002,19.78124046
Kyrgyzstan,KGZ,2003,20.95043945
Kyrgyzstan,KGZ,2004,21.77090073
Kyrgyzstan,KGZ,2005,22.69137955
Kyrgyzstan,KGZ,2006,23.94724083
Kyrgyzstan,KGZ,2007,25.35946083
Kyrgyzstan,KGZ,2008,26.76586914
Kyrgyzstan,KGZ,2009,27.23731041
Kyrgyzstan,KGZ,2010,26.23661041
Kyrgyzstan,KGZ,2011,26.93081093
Laos,LAO,1972,34
Laos,LAO,1973,28.39999962
Laos,LAO,1978,27.74118042
Laos,LAO,1979,19.64942932
Laos,LAO,1980,18.70335007
Laos,LAO,1981,21.01586914
Laos,LAO,1982,17.89706039
Laos,LAO,1983,14.38313007
Laos,LAO,1984,16.73266029
Laos,LAO,1985,20.17124939
Laos,LAO,1986,16.29615974
Laos,LAO,1988,19.98389053
Laos,LAO,1990,18.54311943
Laos,LAO,1991,19.59320068
Laos,LAO,1992,15.86835957
Laos,LAO,1993,15.60626984
Laos,LAO,1994,15.77429962
Laos,LAO,1995,16.0471096
Laos,LAO,1996,17.45840073
Laos,LAO,1997,17.41877937
Laos,LAO,1998,17.79351997
Laos,LAO,1999,17.59380913
Laos,LAO,2000,17.13651085
Laos,LAO,2001,15.30632973
Laos,LAO,2002,15.08656979
Laos,LAO,2003,15.3294096
Laos,LAO,2004,15.39210033
Laos,LAO,2005,15.28617954
Laos,LAO,2006,15.37792015
Laos,LAO,2007,15.47488976
Laos,LAO,2008,17.64945984
Laos,LAO,2009,23.63408089
Laos,LAO,2010,19.01398087
Laos,LAO,2011,18.03560066
Laos,LAO,2012,18.88958931
Laos,LAO,2013,17.39851952
Laos,LAO,2014,19.18013954
Latvia,LVA,1990,12.26313972
Latvia,LVA,1991,9.031920433
Latvia,LVA,1992,7.913499832
Latvia,LVA,1993,6.539609909
Latvia,LVA,1994,7.126629829
Latvia,LVA,1995,7.861330032
Latvia,LVA,1996,8.080880165
Latvia,LVA,1997,7.845890045
Latvia,LVA,1998,8.841910362
Latvia,LVA,1999,8.72838974
Latvia,LVA,2000,8.65610981
Latvia,LVA,2001,8.382309914
Latvia,LVA,2002,8.289460182
Latvia,LVA,2003,10.20143032
Latvia,LVA,2004,10.2334404
Latvia,LVA,2005,10.91036987
Latvia,LVA,2006,10.34356976
Latvia,LVA,2007,10.36744022
Latvia,LVA,2008,10.13191032
Latvia,LVA,2009,9.945659637
Latvia,LVA,2010,11.22189045
Latvia,LVA,2011,11.36476994
Latvia,LVA,2012,11.42440033
Latvia,LVA,2013,13.74754047
Latvia,LVA,2014,10.85659027
Lebanon,LBN,1981,18.7053299
Lebanon,LBN,1982,17.85750008
Lebanon,LBN,1987,24.65093994
Lebanon,LBN,1999,13.39245987
Lebanon,LBN,2001,18.62005043
Lebanon,LBN,2002,18.39413071
Lebanon,LBN,2003,18.38438034
Lebanon,LBN,2004,16.24457932
Lebanon,LBN,2005,15.97097015
Lebanon,LBN,2006,15.60076046
Lebanon,LBN,2007,15.81042957
Lebanon,LBN,2008,15.83428001
Lebanon,LBN,2009,16.06605911
Lebanon,LBN,2010,15.83553982
Lebanon,LBN,2011,15.19795036
Lebanon,LBN,2012,15.63864994
Lebanon,LBN,2013,13.96096992
Lesotho,LSO,1998,18.31421089
Lesotho,LSO,2000,18.66748047
Lesotho,LSO,2001,20.38653946
Lesotho,LSO,2002,20.47624016
Lesotho,LSO,2003,20.48063087
Lesotho,LSO,2005,19.42044067
Lesotho,LSO,2010,24.38443947
Lesotho,LSO,2013,18.34810066
Lesotho,LSO,2014,13.07999992
Liberia,LBR,1999,18.12113953
Liberia,LBR,2000,35.89149094
Libya,LBY,1971,24.81818008
Libya,LBY,1972,25.8627491
Libya,LBY,1973,23.84301949
Libya,LBY,1974,20.56419945
Libya,LBY,1975,17.90294075
Libya,LBY,1976,21.22801971
Libya,LBY,1977,19.89372063
Libya,LBY,1978,17.64310074
Libya,LBY,1980,19.26951981
Libya,LBY,1981,17.49126053
Libya,LBY,1983,17.82168007
Libya,LBY,1984,16.19407082
Libya,LBY,1985,16.43317986
Libya,LBY,1986,14.29876041
Libya,LBY,1999,8.363269806
Libya,LBY,2002,9.565739632
Libya,LBY,2006,8.94851017
Liechtenstein,LIE,2003,11.9264698
Liechtenstein,LIE,2004,13.45160961
Liechtenstein,LIE,2005,9.647729874
Liechtenstein,LIE,2006,9.626509666
Liechtenstein,LIE,2007,8.361700058
Liechtenstein,LIE,2008,7.666669846
Liechtenstein,LIE,2009,7.606379986
Liechtenstein,LIE,2010,7.711339951
Liechtenstein,LIE,2011,10.82089996
Liechtenstein,LIE,2012,10.67142963
Lithuania,LTU,1981,7.727799892
Lithuania,LTU,1986,7.206120014
Lithuania,LTU,1989,6.834859848
Lithuania,LTU,1990,6.32848978
Lithuania,LTU,1991,6.118450165
Lithuania,LTU,1992,6.077859879
Lithuania,LTU,1993,6.358970165
Lithuania,LTU,1994,5.93558979
Lithuania,LTU,1995,6.509950161
Lithuania,LTU,1996,6.831200123
Lithuania,LTU,1997,7.028560162
Lithuania,LTU,1998,7.488679886
Lithuania,LTU,1999,7.351630211
Lithuania,LTU,2000,8.082690239
Lithuania,LTU,2002,8.009140015
Lithuania,LTU,2003,8.13035965
Lithuania,LTU,2004,7.935379982
Lithuania,LTU,2005,7.827280045
Lithuania,LTU,2006,8.057450294
Lithuania,LTU,2007,7.149340153
Lithuania,LTU,2008,6.862840176
Lithuania,LTU,2009,7.313260078
Lithuania,LTU,2010,7.352660179
Lithuania,LTU,2011,7.281730175
Lithuania,LTU,2012,7.110509872
Lithuania,LTU,2014,7.832839966
Luxembourg,LUX,1970,25.63792992
Luxembourg,LUX,1971,24.6498394
Luxembourg,LUX,1972,24.37462997
Luxembourg,LUX,1973,24.14731026
Luxembourg,LUX,1974,23.12903023
Luxembourg,LUX,1975,22.51194
Luxembourg,LUX,1976,21.8908596
Luxembourg,LUX,1977,21.19494057
Luxembourg,LUX,1978,17.95673943
Luxembourg,LUX,1979,17.85567093
Luxembourg,LUX,1980,18.74814987
Luxembourg,LUX,1981,18.36385918
Luxembourg,LUX,1982,17.72534943
Luxembourg,LUX,1983,18.35108948
Luxembourg,LUX,1984,18.37323952
Luxembourg,LUX,1985,18.01176071
Luxembourg,LUX,1986,17.67955017
Luxembourg,LUX,1987,18.23464966
Luxembourg,LUX,1988,17.35434914
Luxembourg,LUX,1989,16.80982971
Luxembourg,LUX,1990,17.2467804
Luxembourg,LUX,1992,17.41283035
Luxembourg,LUX,1994,19.16090012
Luxembourg,LUX,1995,19.29128075
Luxembourg,LUX,1996,17.64642906
Luxembourg,LUX,1997,17.00684929
Luxembourg,LUX,1998,16.15213966
Luxembourg,LUX,2001,18.40479088
Luxembourg,LUX,2002,15.35486984
Luxembourg,LUX,2003,13.8622303
Luxembourg,LUX,2004,13.2277298
Luxembourg,LUX,2005,13.59045029
Luxembourg,LUX,2006,12.07948017
Luxembourg,LUX,2007,11.93887997
Luxembourg,LUX,2008,11.73830032
Luxembourg,LUX,2010,10.94396973
Luxembourg,LUX,2011,10.23400974
Luxembourg,LUX,2012,10.17317009
Macao,MAC,1971,40.13068008
Macao,MAC,1972,35.5625
Macao,MAC,1974,40.98291016
Macao,MAC,1975,34.6050415
Macao,MAC,1976,39.01538086
Macao,MAC,1977,38.95238113
Macao,MAC,1978,36.89474106
Macao,MAC,1979,37.17842102
Macao,MAC,1999,31.36146927
Macao,MAC,2000,30.43691063
Macao,MAC,2001,30.0546608
Macao,MAC,2002,28.85593033
Macao,MAC,2003,27.41649055
Macao,MAC,2004,25.86927986
Macao,MAC,2005,24.14537048
Macao,MAC,2006,22.61486053
Macao,MAC,2007,19.49894905
Macao,MAC,2008,18.09380913
Macao,MAC,2009,17.58573914
Macao,MAC,2010,17.15088081
Macao,MAC,2011,16.67284012
Macao,MAC,2012,16.69547081
Macao,MAC,2013,16.56077957
Macao,MAC,2014,16.04191971
Macedonia,MKD,1993,10.43006039
Macedonia,MKD,1994,10.35807037
Macedonia,MKD,1995,10.56492043
Macedonia,MKD,1996,10.73095989
Macedonia,MKD,1997,10.56492043
Macedonia,MKD,1998,10.31871986
Macedonia,MKD,1999,10.43008995
Macedonia,MKD,2000,11.43198967
Macedonia,MKD,2001,11.6633997
Macedonia,MKD,2002,11.5353899
Macedonia,MKD,2003,11.27495956
Macedonia,MKD,2004,11.27845955
Macedonia,MKD,2005,11.48668957
Macedonia,MKD,2006,10.77993965
Macedonia,MKD,2007,11.32316017
Macedonia,MKD,2008,7.528890133
Macedonia,MKD,2009,7.636159897
Macedonia,MKD,2010,7.441209793
Macedonia,MKD,2011,7.435560226
Macedonia,MKD,2012,7.993939877
Madagascar,MDG,1998,17.8223896
Madagascar,MDG,2005,36.74541855
Madagascar,MDG,2006,36.7498703
Madagascar,MDG,2007,30.83046913
Madagascar,MDG,2008,26.33469963
Madagascar,MDG,2009,28.38513947
